,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,deposit_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,is_canceled,reservation_status,reservation_status_date,cluster,split,representation_id,method
52238,City Hotel,330,2016,June,23,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,Transient,62.0,0,0,1,Canceled,2015-10-21,0,train,R4_dropRedundant,kmeans
52239,City Hotel,30,2016,June,23,2,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,140.0,0,0,1,Canceled,2016-05-03,0,train,R4_dropRedundant,kmeans
52240,City Hotel,330,2016,June,23,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,Transient,62.0,0,0,1,Canceled,2015-10-21,0,train,R4_dropRedundant,kmeans
52241,City Hotel,30,2016,June,23,2,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,140.0,0,0,1,Canceled,2016-05-03,0,train,R4_dropRedundant,kmeans
52242,City Hotel,57,2016,June,23,2,0,2,2,0,0,HB,Other,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,157.14,0,1,1,No-Show,2016-06-02,0,train,R4_dropRedundant,kmeans
52243,City Hotel,330,2016,June,23,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,Transient,62.0,0,0,1,Canceled,2015-10-21,0,val,R4_dropRedundant,kmeans
52244,City Hotel,330,2016,June,23,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,Transient,62.0,0,0,1,Canceled,2015-10-21,0,train,R4_dropRedundant,kmeans
52245,City Hotel,330,2016,June,23,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,Transient,62.0,0,0,1,Canceled,2015-10-21,0,train,R4_dropRedundant,kmeans
52246,City Hotel,30,2016,June,23,2,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,140.0,0,0,1,Canceled,2016-05-03,0,train,R4_dropRedundant,kmeans
52247,City Hotel,330,2016,June,23,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,Transient,62.0,0,0,1,Canceled,2015-10-21,0,train,R4_dropRedundant,kmeans
52248,City Hotel,330,2016,June,23,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,Transient,62.0,0,0,1,Canceled,2015-10-21,0,train,R4_dropRedundant,kmeans
52249,City Hotel,330,2016,June,23,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,Transient,62.0,0,0,1,Canceled,2015-10-21,0,train,R4_dropRedundant,kmeans
52250,City Hotel,30,2016,June,23,2,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,140.0,0,0,1,Canceled,2016-05-03,0,val,R4_dropRedundant,kmeans
52251,City Hotel,30,2016,June,23,2,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,140.0,0,0,1,Canceled,2016-05-03,0,train,R4_dropRedundant,kmeans
52252,City Hotel,30,2016,June,23,2,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,140.0,0,0,1,Canceled,2016-05-03,0,train,R4_dropRedundant,kmeans
52253,City Hotel,30,2016,June,23,2,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,140.0,0,0,1,Canceled,2016-05-03,0,train,R4_dropRedundant,kmeans
52254,City Hotel,30,2016,June,23,2,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,140.0,0,0,1,Canceled,2016-05-03,0,train,R4_dropRedundant,kmeans
52255,City Hotel,330,2016,June,23,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,Transient,62.0,0,0,1,Canceled,2015-10-21,0,train,R4_dropRedundant,kmeans
52256,City Hotel,330,2016,June,23,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,Transient,62.0,0,0,1,Canceled,2015-10-21,0,train,R4_dropRedundant,kmeans
52257,City Hotel,330,2016,June,23,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,Transient,62.0,0,0,1,Canceled,2015-10-21,0,val,R4_dropRedundant,kmeans
52258,City Hotel,330,2016,June,23,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,Transient,62.0,0,0,1,Canceled,2015-10-21,0,train,R4_dropRedundant,kmeans
52259,City Hotel,330,2016,June,23,2,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,Non Refund,Transient,62.0,0,0,1,Canceled,2015-10-21,0,val,R4_dropRedundant,kmeans
52260,City Hotel,30,2016,June,23,2,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,140.0,0,0,1,Canceled,2016-05-03,0,train,R4_dropRedundant,kmeans
52261,City Hotel,30,2016,June,23,2,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,140.0,0,0,1,Canceled,2016-05-03,0,train,R4_dropRedundant,kmeans
52262,City Hotel,62,2016,June,23,2,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,140.0,0,0,1,Canceled,2016-05-03,0,train,R4_dropRedundant,kmeans
52263,City Hotel,112,2016,June,23,2,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,120.0,0,1,1,No-Show,2016-06-02,0,train,R4_dropRedundant,kmeans
52264,City Hotel,120,2016,June,23,2,0,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,159.3,0,1,1,Canceled,2016-02-29,0,val,R4_dropRedundant,kmeans
52265,City Hotel,151,2016,June,23,2,0,3,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,95.4,0,0,0,Check-Out,2016-06-05,0,train,R4_dropRedundant,kmeans
52266,City Hotel,147,2016,June,23,2,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,95.0,0,0,1,Canceled,2016-05-20,0,val,R4_dropRedundant,kmeans
52267,City Hotel,130,2016,June,23,2,0,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,116.1,0,0,1,Canceled,2016-01-24,0,train,R4_dropRedundant,kmeans
52268,City Hotel,188,2016,June,23,2,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,80.75,0,0,1,Canceled,2016-05-20,0,val,R4_dropRedundant,kmeans
52269,City Hotel,118,2016,June,23,2,0,3,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,159.3,0,0,1,Canceled,2016-04-13,0,val,R4_dropRedundant,kmeans
52270,City Hotel,22,2016,June,23,2,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,149.33,0,0,1,Canceled,2016-05-19,0,train,R4_dropRedundant,kmeans
52271,City Hotel,147,2016,June,23,2,0,3,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,124.0,0,1,1,Canceled,2016-03-22,0,train,R4_dropRedundant,kmeans
52272,City Hotel,112,2016,June,23,2,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,120.0,0,0,1,Canceled,2016-05-27,0,val,R4_dropRedundant,kmeans
52273,City Hotel,130,2016,June,23,2,0,3,3,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,159.3,0,0,1,Canceled,2016-01-25,0,train,R4_dropRedundant,kmeans
52274,City Hotel,145,2016,June,23,2,0,3,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,95.4,0,0,1,Canceled,2016-02-10,0,train,R4_dropRedundant,kmeans
52275,City Hotel,112,2016,June,23,2,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,120.0,0,0,1,Canceled,2016-05-27,0,train,R4_dropRedundant,kmeans
52276,City Hotel,129,2016,June,23,2,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,126.9,0,0,1,Canceled,2016-05-25,0,train,R4_dropRedundant,kmeans
52277,City Hotel,98,2016,June,23,2,0,3,2,2,0,BB,ITA,Online TA,TA/TO,0,0,0,F,No Deposit,Transient,198.9,0,0,1,Canceled,2016-02-25,0,train,R4_dropRedundant,kmeans
52278,City Hotel,148,2016,June,23,2,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.8,0,0,0,Check-Out,2016-06-05,0,train,R4_dropRedundant,kmeans
52279,City Hotel,114,2016,June,23,2,0,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,140.4,0,0,1,Canceled,2016-04-13,0,train,R4_dropRedundant,kmeans
52280,City Hotel,118,2016,June,23,2,0,3,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,116.1,0,0,1,Canceled,2016-04-13,0,train,R4_dropRedundant,kmeans
52281,City Hotel,13,2016,June,23,2,0,3,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,152.67,0,0,1,Canceled,2016-05-29,0,train,R4_dropRedundant,kmeans
52282,City Hotel,112,2016,June,23,2,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,120.0,0,0,1,Canceled,2016-05-27,0,val,R4_dropRedundant,kmeans
52283,City Hotel,148,2016,June,23,2,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.8,0,0,0,Check-Out,2016-06-05,0,val,R4_dropRedundant,kmeans
52284,City Hotel,150,2016,June,23,2,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,106.2,0,1,1,Canceled,2016-01-10,0,train,R4_dropRedundant,kmeans
52285,City Hotel,129,2016,June,23,2,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,126.9,0,0,1,Canceled,2016-05-25,0,train,R4_dropRedundant,kmeans
52286,City Hotel,118,2016,June,23,2,0,3,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,116.1,0,0,1,Canceled,2016-04-13,0,train,R4_dropRedundant,kmeans
52287,City Hotel,118,2016,June,23,2,0,3,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,116.1,0,0,1,Canceled,2016-04-13,0,train,R4_dropRedundant,kmeans
52288,City Hotel,129,2016,June,23,2,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,126.9,0,0,1,Canceled,2016-05-25,0,train,R4_dropRedundant,kmeans
52289,City Hotel,130,2016,June,23,2,0,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,116.1,0,0,1,Canceled,2016-01-24,0,train,R4_dropRedundant,kmeans
52290,City Hotel,5,2016,June,23,2,0,3,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,137.67,0,0,1,Canceled,2016-05-29,0,train,R4_dropRedundant,kmeans
52291,City Hotel,147,2016,June,23,2,0,3,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,124.0,0,0,1,Canceled,2016-05-27,0,train,R4_dropRedundant,kmeans
52292,City Hotel,116,2016,June,23,2,1,3,2,0,0,BB,IRL,Direct,Direct,0,0,0,D,No Deposit,Transient-Party,127.5,0,0,1,Canceled,2016-05-30,0,train,R4_dropRedundant,kmeans
52293,City Hotel,111,2016,June,23,2,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,132.6,0,0,1,Canceled,2016-03-29,0,train,R4_dropRedundant,kmeans
52294,City Hotel,23,2016,June,23,2,1,3,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,140.9,0,0,1,Canceled,2016-05-13,0,train,R4_dropRedundant,kmeans
52295,City Hotel,133,2016,June,23,2,1,3,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,104.76,0,1,1,Canceled,2016-05-06,0,val,R4_dropRedundant,kmeans
52296,City Hotel,143,2016,June,23,2,2,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,100.3,0,0,1,Canceled,2016-01-18,0,train,R4_dropRedundant,kmeans
52297,City Hotel,143,2016,June,23,2,2,3,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,100.3,0,0,1,Canceled,2016-01-18,0,train,R4_dropRedundant,kmeans
52298,City Hotel,149,2016,June,23,3,0,1,2,0,0,SC,Other,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,95.4,0,0,0,Check-Out,2016-06-04,0,train,R4_dropRedundant,kmeans
52299,City Hotel,110,2016,June,23,3,0,1,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,143.1,0,0,1,Canceled,2016-05-12,0,train,R4_dropRedundant,kmeans
52300,City Hotel,57,2016,June,23,3,0,1,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,126.36,0,0,1,Canceled,2016-04-20,0,train,R4_dropRedundant,kmeans
52301,City Hotel,149,2016,June,23,3,0,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,124.2,1,0,0,Check-Out,2016-06-04,0,train,R4_dropRedundant,kmeans
52302,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,train,R4_dropRedundant,kmeans
52303,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,train,R4_dropRedundant,kmeans
52304,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,train,R4_dropRedundant,kmeans
52305,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,train,R4_dropRedundant,kmeans
52306,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,train,R4_dropRedundant,kmeans
52307,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,train,R4_dropRedundant,kmeans
52308,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,train,R4_dropRedundant,kmeans
52309,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,val,R4_dropRedundant,kmeans
52310,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,train,R4_dropRedundant,kmeans
52311,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,val,R4_dropRedundant,kmeans
52312,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,train,R4_dropRedundant,kmeans
52313,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,train,R4_dropRedundant,kmeans
52314,City Hotel,70,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-05-13,0,train,R4_dropRedundant,kmeans
52315,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,val,R4_dropRedundant,kmeans
52316,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,train,R4_dropRedundant,kmeans
52317,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,train,R4_dropRedundant,kmeans
52318,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,val,R4_dropRedundant,kmeans
52319,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,train,R4_dropRedundant,kmeans
52320,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,val,R4_dropRedundant,kmeans
52321,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,train,R4_dropRedundant,kmeans
52322,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,val,R4_dropRedundant,kmeans
52323,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,val,R4_dropRedundant,kmeans
52324,City Hotel,179,2016,June,23,3,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,97.7,0,1,0,Check-Out,2016-06-05,0,train,R4_dropRedundant,kmeans
52325,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,train,R4_dropRedundant,kmeans
52326,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,train,R4_dropRedundant,kmeans
52327,City Hotel,70,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-05-13,0,val,R4_dropRedundant,kmeans
52328,City Hotel,177,2016,June,23,3,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,100.0,0,0,1,Canceled,2016-01-16,0,train,R4_dropRedundant,kmeans
52329,City Hotel,114,2016,June,23,3,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,75.0,0,0,1,Canceled,2016-05-02,0,train,R4_dropRedundant,kmeans
52330,City Hotel,49,2016,June,23,3,1,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,150.3,0,0,1,Canceled,2016-05-31,0,val,R4_dropRedundant,kmeans
52331,City Hotel,141,2016,June,23,3,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,75.0,0,0,1,Canceled,2016-05-02,0,val,R4_dropRedundant,kmeans
52332,City Hotel,49,2016,June,23,3,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,131.4,0,0,1,Canceled,2016-05-31,0,val,R4_dropRedundant,kmeans
52333,City Hotel,91,2016,June,23,3,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,90.95,0,0,1,Canceled,2016-06-01,0,train,R4_dropRedundant,kmeans
52334,City Hotel,94,2016,June,23,3,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,137.4,0,0,1,Canceled,2016-03-16,0,val,R4_dropRedundant,kmeans
52335,City Hotel,58,2016,June,23,3,1,2,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,137.4,0,0,1,Canceled,2016-04-11,0,train,R4_dropRedundant,kmeans
52336,City Hotel,124,2016,June,23,3,1,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,159.3,0,0,1,Canceled,2016-05-22,0,train,R4_dropRedundant,kmeans
52337,City Hotel,151,2016,June,23,3,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,77.23,0,1,0,Check-Out,2016-06-07,0,train,R4_dropRedundant,kmeans
52338,City Hotel,54,2016,June,23,4,0,1,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,140.4,0,0,1,Canceled,2016-04-11,0,train,R4_dropRedundant,kmeans
52339,City Hotel,54,2016,June,23,4,0,1,2,0,0,BB,Other,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,159.3,0,0,1,Canceled,2016-04-11,0,train,R4_dropRedundant,kmeans
52340,City Hotel,96,2016,June,23,4,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,126.9,0,0,1,Canceled,2016-02-29,0,train,R4_dropRedundant,kmeans
52341,City Hotel,36,2016,June,23,4,0,1,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,159.3,0,0,1,Canceled,2016-04-29,0,train,R4_dropRedundant,kmeans
52342,City Hotel,0,2016,June,23,4,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,No Deposit,Transient,129.0,0,0,1,No-Show,2016-06-04,0,val,R4_dropRedundant,kmeans
52343,City Hotel,56,2016,June,23,4,0,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,140.4,0,0,1,Canceled,2016-04-12,0,train,R4_dropRedundant,kmeans
52344,City Hotel,275,2016,June,23,4,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,62.8,0,0,1,Canceled,2015-11-11,0,train,R4_dropRedundant,kmeans
52345,City Hotel,275,2016,June,23,4,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,62.8,0,0,1,Canceled,2015-11-11,0,train,R4_dropRedundant,kmeans
52346,City Hotel,275,2016,June,23,4,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,62.8,0,0,1,Canceled,2015-11-11,0,train,R4_dropRedundant,kmeans
52347,City Hotel,275,2016,June,23,4,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,62.8,0,0,1,Canceled,2015-11-11,0,train,R4_dropRedundant,kmeans
52348,City Hotel,275,2016,June,23,4,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,62.8,0,0,1,Canceled,2015-11-11,0,train,R4_dropRedundant,kmeans
52349,City Hotel,66,2016,June,23,4,1,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,154.8,0,0,1,Canceled,2016-04-24,0,train,R4_dropRedundant,kmeans
52350,City Hotel,275,2016,June,23,4,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,62.8,0,0,1,Canceled,2015-11-11,0,train,R4_dropRedundant,kmeans
52351,City Hotel,275,2016,June,23,4,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,62.8,0,0,1,Canceled,2015-11-11,0,train,R4_dropRedundant,kmeans
52352,City Hotel,37,2016,June,23,4,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,131.4,0,0,1,Canceled,2016-05-12,0,val,R4_dropRedundant,kmeans
52353,City Hotel,275,2016,June,23,4,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,62.8,0,0,1,Canceled,2015-11-11,0,train,R4_dropRedundant,kmeans
52354,City Hotel,275,2016,June,23,4,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,62.8,0,0,1,Canceled,2015-11-11,0,train,R4_dropRedundant,kmeans
52355,City Hotel,275,2016,June,23,4,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,62.8,0,0,1,Canceled,2015-11-11,0,val,R4_dropRedundant,kmeans
52356,City Hotel,275,2016,June,23,4,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,62.8,0,0,1,Canceled,2015-11-11,0,train,R4_dropRedundant,kmeans
52357,City Hotel,275,2016,June,23,4,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,62.8,0,0,1,Canceled,2015-11-11,0,train,R4_dropRedundant,kmeans
52358,City Hotel,275,2016,June,23,4,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,62.8,0,0,1,Canceled,2015-11-11,0,train,R4_dropRedundant,kmeans
52359,City Hotel,41,2016,June,23,4,1,1,3,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,150.3,0,0,1,Canceled,2016-05-01,0,train,R4_dropRedundant,kmeans
52360,City Hotel,275,2016,June,23,4,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,62.8,0,0,1,Canceled,2015-11-11,0,val,R4_dropRedundant,kmeans
52361,City Hotel,275,2016,June,23,4,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,62.8,0,0,1,Canceled,2015-11-11,0,train,R4_dropRedundant,kmeans
52362,City Hotel,275,2016,June,23,4,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,Non Refund,Transient,62.8,0,0,1,Canceled,2015-11-11,0,val,R4_dropRedundant,kmeans
